1998-99 SPx Finite #23 Valeri Kamensky,Valeri Kamensky,Colorado Avalanche,0,0,0,1,0.875
1998-99 SPx Finite #24 Patrick Roy,Patrick Roy,Colorado Avalanche,0,0,0,1,3.74
1998-99 SPx Finite #25 Wade Belak,Wade Belak,Colorado Avalanche,0,0,0,1,0.5
1998-99 SPx Finite #92 Joe Sakic GI,Joe Sakic,Colorado Avalanche,0,0,0,1,3.125
1998-99 SPx Finite #95 Peter Forsberg GI,Peter Forsberg,Colorado Avalanche,0,0,0,1,4.5
1998-99 SPx Finite #119 Patrick Roy GI,Patrick Roy,Colorado Avalanche,0,0,0,1,2.99
1998-99 SPx Finite #154 Patrick Roy MP,Patrick Roy,Colorado Avalanche,0,0,0,1,11.25
1998-99 SPx Finite #163 Joe Sakic MP,Joe Sakic,Colorado Avalanche,0,0,0,1,6.125
1998-99 SPx Finite #166 Peter Forsberg MP,Peter Forsberg,Colorado Avalanche,0,0,0,1,6.25
1998-99 SPx Finite #171 Patrick Roy LL,Patrick Roy,Colorado Avalanche,0,0,0,1,14.67
1998-99 SPx Finite #178 Peter Forsberg LL,Peter Forsberg,Colorado Avalanche,0,0,0,1,18.5
1998-99 SPx Finite Radiance #23 Valeri Kamensky,Valeri Kamensky,Colorado Avalanche,0,0,0,1,1.5
1998-99 SPx Finite Radiance #25 Wade Belak,Wade Belak,Colorado Avalanche,0,0,0,1,0.75
1998-99 SPx Finite Radiance #95 Peter Forsberg GI,Peter Forsberg,Colorado Avalanche,0,0,0,1,9
1998-99 SPx Finite Radiance #166 Peter Forsberg MP,Peter Forsberg,Colorado Avalanche,0,0,0,1,25
1998-99 SPx Finite Radiance #178 Peter Forsberg LL,Peter Forsberg,Colorado Avalanche,0,0,0,1,35
1998-99 SPx Finite Spectrum #23 Valeri Kamensky,Valeri Kamensky,Colorado Avalanche,0,0,0,1,13.5
1998-99 SPx Top Prospects #16 Milan Hejduk RC,Milan Hejduk,Colorado Avalanche,1,0,0,0,5.4
1998-99 Topps #221 Ramzi Abid RC,Ramzi Abid,Colorado Avalanche,1,0,0,0,1
1998-99 Topps Gold Label Class 1 #90 Milan Hejduk RC,Milan Hejduk,Colorado Avalanche,1,0,0,0,1.32
1998-99 UD3 Die-Cuts #93 Peter Forsberg TSS/1000,Peter Forsberg,Colorado Avalanche,0,0,0,1,10.5
1998-99 Upper Deck #247 Milan Hejduk RC,Milan Hejduk,Colorado Avalanche,1,0,0,0,2.29
1998-99 Upper Deck Exclusives #70 Eric Messier,Eric Messier,Colorado Avalanche,0,0,0,1,7.2
1998-99 Upper Deck Exclusives #71 Eric Lacroix,Eric Lacroix,Colorado Avalanche,0,0,0,1,7.2
1998-99 Upper Deck Exclusives #249 Valeri Kamensky,Valeri Kamensky,Colorado Avalanche,0,0,0,1,18
1998-99 Upper Deck Fantastic Finishers Quantum 1 #FF17 Peter Forsberg,Peter Forsberg,Colorado Avalanche,0,0,0,1,10.8
1998-99 Upper Deck Frozen In Time Quantum 1 #FT8 Jari Kurri,Jari Kurri,Colorado Avalanche,0,0,0,1,2.82
1998-99 Upper Deck Generation Next Quantum 1 #GN25 Peter Forsberg/Olli Jokinen,"Peter Forsberg, Olli Jokinen", Multiple Teams            ,0,0,0,1,4
1998-99 Upper Deck Gold Reserve #247 Milan Hejduk RC,Milan Hejduk,Colorado Avalanche,1,0,0,0,5.6
1998-99 Upper Deck Lord Stanleys Heroes Quantum 1 #LS12 Peter Forsberg,Peter Forsberg,Colorado Avalanche,0,0,0,1,6
1998-99 Upper Deck MVP #55 Milan Hejduk RC,Milan Hejduk,Colorado Avalanche,1,0,0,0,0.5
1998-99 Upper Deck MVP Game Souvenirs #PR Patrick Roy,Patrick Roy,Colorado Avalanche,0,1,0,0,29.8
1998-99 Upper Deck Profiles Quantum 1 #P26 Chris Drury,Chris Drury,Colorado Avalanche,0,0,0,1,1.59
1999-00 Aurora Championship Fever Ice Blue #8 Patrick Roy,Patrick Roy,Colorado Avalanche,0,0,0,1,39.5
1999-00 Aurora Complete Players #4 Peter Forsberg,Peter Forsberg,Colorado Avalanche,0,0,0,1,30
1999-00 Aurora Complete Players #5 Patrick Roy,Patrick Roy,Colorado Avalanche,0,0,0,1,30
1999-00 BAP Memorabilia #279 Dan Smith RC,Dan Smith,Colorado Avalanche,1,0,0,0,0.5
1999-00 BAP Memorabilia #314 Martin Skoula RC,Martin Skoula,Colorado Avalanche,1,0,0,0,0.5
1999-00 BAP Memorabilia #337 Dan Hinote RC,Dan Hinote,Colorado Avalanche,1,0,0,0,0.5
1999-00 BAP Memorabilia #354 Sami Helenius RC,Sami Helenius,Colorado Avalanche,1,0,0,0,0.5
1999-00 BAP Memorabilia Gold #79 Alex Tanguay,Alex Tanguay,Colorado Avalanche,0,0,0,1,14
