Title,Name,Team,Name Trend,Team Trend,Year,Print Run,Patch,Jsy,Sticker,Rookie,Memorbilia,Autographed,Serial Number,Cost
1997-98 Pinnacle Totally Certified Platinum Red #128 Jeff O'Neill , Jeff O'Neill,Carolina Hurricanes,581,796,1997,6199,0,0,0,0,0,0,1,1.182857143
1997-98 Pinnacle Totally Certified Platinum Red #129 Claude Lemieux , Claude Lemieux,Colorado Avalanche,1056,1163,1997,6199,0,0,0,0,0,0,1,1.205
2011-12 Panini Contenders #101 Corey Perry CC , Corey Perry,Anaheim Ducks,438,2544,2011,999,0,0,0,0,0,0,1,2.653333333
2011-12 Panini Contenders #102 Ryan Getzlaf CC , Ryan Getzlaf,Anaheim Ducks,1870,2544,2011,999,0,0,0,0,0,0,1,3.634
2011-12 Panini Contenders #104 Patrice Bergeron CC , Patrice Bergeron,Boston Bruins,1025,1076,2011,999,0,0,0,0,0,0,1,3.14
2011-12 Panini Contenders #105 Tim Thomas CC , Tim Thomas,Boston Bruins,691,1076,2011,999,0,0,0,0,0,0,1,2.441666667
2011-12 Panini Contenders #107 Jarome Iginla CC , Jarome Iginla,Calgary Flames,400,730,2011,999,0,0,0,0,0,0,1,2.635714286
2011-12 Panini Contenders #108 Jonathan Toews CC , Jonathan Toews,Chicago Blackhawks,1481,2291,2011,999,0,0,0,0,0,0,1,4.36
2011-12 Panini Contenders #110 Pavel Datsyuk CC , Pavel Datsyuk,Detroit Red Wings,583,1931,2011,999,0,0,0,0,0,0,1,3.844285714
2011-12 Panini Contenders #111 Nicklas Lidstrom CC , Nicklas Lidstrom,Detroit Red Wings,911,1931,2011,999,0,0,0,0,0,0,1,2.79
2011-12 Panini Contenders #113 Anze Kopitar CC , Anze Kopitar,Los Angeles Kings,1782,2501,2011,999,0,0,0,0,0,0,1,3.462
2011-12 Panini Contenders #114 Dustin Brown CC , Dustin HK Brown,Los Angeles Kings,0,2501,2011,999,0,0,0,0,0,0,1,2.495
2011-12 Panini Contenders #116 Scott Gomez CC , Scott Gomez,Montreal Canadiens,1619,2057,2011,999,0,0,0,0,0,0,1,1.831666667
2011-12 Panini Contenders #117 John Tavares CC , John Tavares,New York Islanders,519,1697,2011,999,0,0,0,0,0,0,1,6.128
2011-12 Panini Contenders #119 Jaromir Jagr CC , Jaromir Jagr,Philadelphia Flyers,2033,1906,2011,999,0,0,0,0,0,0,1,9.36
2011-12 Panini Contenders #120 Claude Giroux CC , Claude Giroux,Philadelphia Flyers,1622,1906,2011,999,0,0,0,0,0,0,1,2.84
2011-12 Panini Contenders #122 Danny Briere CC , Daniel Briere,Philadelphia Flyers,2057,1906,2011,999,0,0,0,0,0,0,1,2.232
2011-12 Panini Contenders #123 Ilya Bryzgalov CC , Ilya Bryzgalov,Philadelphia Flyers,2155,1906,2011,999,0,0,0,0,0,0,1,2.712
2011-12 Panini Contenders #125 Shane Doan CC , Shane Doan,Phoenix Coyotes,390,2100,2011,999,0,0,0,0,0,0,1,1.9125
2011-12 Panini Contenders #126 Marc-Andre Fleury CC , Marc-Andre Fleury,Pittsburgh Penguins,1746,1838,2011,999,0,0,0,0,0,0,1,4.731111111
2011-12 Panini Contenders #128 Sidney Crosby CC - Serial #995/999, Sidney Crosby,Pittsburgh Penguins,1934,1838,2011,999,0,0,0,0,0,0,1,9.675
2011-12 Panini Contenders #129 Kris Letang CC , Kristopher Letang,Pittsburgh Penguins,644,1838,2011,999,0,0,0,0,0,0,1,2.786666667
2011-12 Panini Contenders #131 Evgeni Malkin CC , Evgeni Malkin,Pittsburgh Penguins,1139,1838,2011,999,0,0,0,0,0,0,1,10.7
2011-12 Panini Contenders #132 Patrick Marleau CC , Patrick Marleau,San Jose Sharks,613,867,2011,999,0,0,0,0,0,0,1,2.126666667
2011-12 Panini Contenders #134 Dan Boyle CC , Dan Boyle,San Jose Sharks,1721,867,2011,999,0,0,0,0,0,0,1,1.752857143
2011-12 Panini Contenders #135 Joe Thornton CC , Joe Thornton,San Jose Sharks,689,867,2011,999,0,0,0,0,0,0,1,4.335
2011-12 Panini Contenders #137 Vincent Lecavalier CC , Vincent Lecavalier,Tampa Bay Lightning,1455,674,2011,999,0,0,0,0,0,0,1,2.096666667
2011-12 Panini Contenders #138 Steven Stamkos CC , Steven Stamkos,Tampa Bay Lightning,991,674,2011,999,0,0,0,0,0,0,1,5.904
2011-12 Panini Contenders #140 Mikhail Grabovski CC , Mikhail Grabovski,Toronto Maple Leafs,937,1127,2011,999,0,0,0,0,0,0,1,2.014285714
2011-12 Panini Contenders #141 James Reimer CC , James Reimer,Toronto Maple Leafs,774,1127,2011,999,0,0,0,0,0,0,1,2.39
2011-12 Panini Contenders #143 Ryan Kesler CC , Ryan Kesler,Vancouver Canucks,1005,2597,2011,999,0,0,0,0,0,0,1,1.933333333
2011-12 Panini Contenders #144 Roberto Luongo CC , Roberto Luongo,Vancouver Canucks,351,2597,2011,999,0,0,0,0,0,0,1,3.362857143
2011-12 Panini Contenders #146 Daniel Sedin CC , Daniel Sedin,Vancouver Canucks,1128,2597,2011,999,0,0,0,0,0,0,1,2.3975
2011-12 Panini Contenders #147 Alexander Semin CC , Alexander Semin,Washington Capitals,987,687,2011,999,0,0,0,0,0,0,1,2.23
2011-12 Panini Contenders #149 John Carlson CC , John Carlson,Washington Capitals,1681,687,2011,999,0,0,0,0,0,0,1,2.49
2011-12 Panini Contenders #150 Tomas Vokoun CC , Tomas Vokoun,Washington Capitals,1123,687,2011,999,0,0,0,0,0,0,1,2.13
2011-12 Panini Contenders #152 Denis Savard CC , Denis Savard,Chicago Blackhawks,1315,2291,2011,999,0,0,0,0,0,0,1,2.933333333
2011-12 Panini Contenders #153 Patrick Roy CC682/999, Patrick Roy,Montreal Canadiens,2023,2057,2011,999,0,0,0,0,0,0,1,7.5
2011-12 Panini Contenders #155 Joe Sakic CC , Joe Sakic,Colorado Avalanche,1416,1163,2011,999,0,0,0,0,0,0,1,5.48
2011-12 Panini Contenders #156 Brendan Shanahan CC , Brendan Shanahan,Detroit Red Wings,1449,1931,2011,999,0,0,0,0,0,0,1,2.4925
2011-12 Panini Contenders #158 Luc Robitaille CC , Luc Robitaille,Los Angeles Kings,1574,2501,2011,999,0,0,0,0,0,0,1,2.44
2011-12 Panini Contenders #159 Mario Lemieux CC , Mario Lemieux,Pittsburgh Penguins,2790,1838,2011,999,0,0,0,0,0,0,1,5.34
2011-12 Panini Contenders #161 Maxime Macenauer RC , Maxime Macenauer,Anaheim Ducks,0,2544,2011,999,0,0,0,1,0,0,1,2.59
2011-12 Panini Contenders #162 Patrick Maroon RC , Patrick Maroon,Anaheim Ducks,552,2544,2011,999,0,0,0,1,0,0,1,3.1
2011-12 Panini Contenders #164 Lance Bouma RC , Lance Bouma,Calgary Flames,100,730,2011,999,0,0,0,1,0,0,1,2.653333333
2011-12 Panini Contenders #165 Cameron Gaunce RC , Cameron Gaunce,Colorado Avalanche,636,1163,2011,999,0,0,0,1,0,0,1,2.05
2011-12 Panini Contenders #167 Colten Teubert RC , Colten Teubert,Edmonton Oilers,372,2477,2011,999,0,0,0,1,0,0,1,2.69
2011-12 Panini Contenders #169 Hugh Jessiman RC , Hugh Jessiman,Florida Panthers,600,2613,2011,999,0,0,0,1,0,0,1,2.435
2011-12 Panini Contenders #171 Scott Timmins RC , Scott Timmins,Florida Panthers,194,2613,2011,999,0,0,0,1,0,0,1,2.592
2011-12 Panini Contenders #172 Carson McMillan RC , Carson McMillan,Minnesota Wild,100,2085,2011,999,0,0,0,1,0,0,1,3.54
2011-12 Panini Contenders #174 Frederic St-Denis RC , Frederic St. Denis,Montreal Canadiens,0,2057,2011,999,0,0,0,1,0,0,1,2.135
2011-12 Panini Contenders #175 Brendon Nash RC , Brendon Nash,Montreal Canadiens,100,2057,2011,999,0,0,0,1,0,0,1,2.392
2011-12 Panini Contenders #177 Ryan Thang RC , Ryan Thang,Nashville Predators,0,1131,2011,999,0,0,0,1,0,0,1,2.235
2011-12 Panini Contenders #178 Keith Kinkaid RC , Keith Kinkaid,New Jersey Devils,1219,2499,2011,999,0,0,0,1,0,0,1,2.84
2011-12 Panini Contenders #180 Mark Katic RC , Mark Katic,New York Islanders,100,1697,2011,999,0,0,0,1,0,0,1,2.98
2011-12 Panini Contenders #181 Shane Sims RC , Shane Sims,New York Islanders,0,1697,2011,999,0,0,0,1,0,0,1,2.541666667
2011-12 Panini Contenders #183 Dmitry Orlov RC , Dmitry Orlov,Washington Capitals,907,687,2011,999,0,0,0,1,0,0,1,2.908333333
2011-12 Panini Contenders #184 Justin DiBenedetto RC , Justin DiBenedetto,New York Islanders,198,1697,2011,999,0,0,0,1,0,0,1,1.8675
2011-12 Panini Contenders #186 Kevin Marshall RC , Kevin Marshall,Philadelphia Flyers,100,1906,2011,999,0,0,0,1,0,0,1,2.392
2011-12 Panini Contenders #187 Ben Holmstrom RC , Ben Holmstrom,Philadelphia Flyers,818,1906,2011,999,0,0,0,1,0,0,1,3.09
2011-12 Panini Contenders #189 Harri Sateri RC , Harri Sateri,San Jose Sharks,195,867,2011,999,0,0,0,1,0,0,1,2.54
2011-12 Panini Contenders #190 Todd Ford RC , Todd Ford,Washington Capitals,100,687,2011,999,0,0,0,1,0,0,1,3.1875
2011-12 Panini Contenders #192 Anders Nilsson RC , Anders Nilsson,New York Islanders,1085,1697,2011,999,0,0,0,1,0,0,1,3.045
2011-12 Panini Contenders #193 Kris Fredheim RC , Kris Fredheim,Minnesota Wild,0,2085,2011,999,0,0,0,1,0,0,1,2.145
2011-12 Panini Contenders #195 Tomas Kundratek RC , Tomas Kundratek,Washington Capitals,100,687,2011,999,0,0,0,1,0,0,1,3.875
2011-12 Panini Contenders #196 Roman Josi RC , Roman Josi,Nashville Predators,734,1131,2011,999,0,0,0,1,0,0,1,6
2011-12 Panini Contenders #198 Brayden McNabb RC , Brayden McNabb,Buffalo Sabres,925,2180,2011,999,0,0,0,1,0,0,1,2.48
2011-12 Panini Contenders #199 Bill Sweatt RC , Bill Sweatt,Vancouver Canucks,0,2597,2011,999,0,0,0,1,0,0,1,2.47
2011-12 Panini Contenders #202 Peter Holland AU RC , Peter Holland,Anaheim Ducks,305,2544,2011,800,0,0,0,1,0,1,1,5.573333333
2011-12 Panini Contenders #203 Greg Nemisz AU RC , Greg Nemisz,Calgary Flames,100,730,2011,800,0,0,0,1,0,1,1,5.6
2011-12 Panini Contenders #205 Justin Faulk AU RC , Justin Faulk,Carolina Hurricanes,630,796,2011,800,0,0,0,1,0,1,1,7.36
2011-12 Panini Contenders #207 Marcus Kruger AU RC , Marcus Kruger,Chicago Blackhawks,890,2291,2011,800,0,0,0,1,0,1,1,7.74
2011-12 Panini Contenders #209 Ryan Johansen AU RC , Ryan Johansen,Columbus Blue Jackets,1928,605,2011,800,0,0,0,1,0,1,1,17.41666667
2011-12 Panini Contenders #211 John Moore AU RC , John Moore,Columbus Blue Jackets,1229,605,2011,800,0,0,0,1,0,1,1,5.12
2011-12 Panini Contenders #213 Tomas Kubalik AU RC Auto /800, Tomas Kubalik,Columbus Blue Jackets,100,605,2011,800,0,0,0,1,0,1,1,4.68
2011-12 Panini Contenders #216 Gustav Nyquist AU RC , Gustav Nyquist,Detroit Red Wings,750,1931,2011,800,0,0,0,1,0,1,1,19.35
2011-12 Panini Contenders #221 Simon Despres AU RC , Simon Despres,Pittsburgh Penguins,567,1838,2011,800,0,0,0,1,0,1,1,6.9
2011-12 Panini Contenders #222 Erik Gudbranson AU RC , Erik Gudbranson,Florida Panthers,416,2613,2011,800,0,0,0,1,0,1,1,9.75
2011-12 Panini Contenders #225 Aaron Palushaj AU RC397/800, Aaron Palushaj,Montreal Canadiens,294,2057,2011,800,0,0,0,1,0,1,1,5
2011-12 Panini Contenders #227 Raphael Diaz AU RC - Serial #371/800, Raphael Diaz,Montreal Canadiens,0,2057,2011,800,0,0,0,1,0,1,1,5.316666667
2011-12 Panini Contenders #229 Jonathon Blum AU RC , Jonathon Blum,Nashville Predators,296,1131,2011,800,0,0,0,1,0,1,1,4
2011-12 Panini Contenders #230 Blake Geoffrion AU RC , Blake Geoffrion,Nashville Predators,867,1131,2011,800,0,0,0,1,0,1,1,5
2011-12 Panini Contenders #233 Tim Erixon AU RC , Tim Erixon,New York Rangers,380,2592,2011,800,0,0,0,1,0,1,1,8.4
2011-12 Panini Contenders #236 Stephane Da Costa AU RC , Stephane Da Costa,Ottawa Senators,100,1322,2011,800,0,0,0,1,0,1,1,3.945
2011-12 Panini Contenders #238 Colin Greening AU RC , Colin Greening,Ottawa Senators,755,1322,2011,800,0,0,0,1,0,1,1,3.4
2011-12 Panini Contenders #239 David Rundblad AU RC , David Rundblad,Phoenix Coyotes,674,2100,2011,800,0,0,0,1,0,1,1,5.975
2011-12 Panini Contenders #243 Zac Rinaldo AU RC , Zac Rinaldo,Philadelphia Flyers,644,1906,2011,800,0,0,0,1,0,1,1,6.3
2011-12 Panini Contenders #245 Calvin de Haan AU RC , Calvin de Haan,New York Islanders,756,1697,2011,800,0,0,0,1,0,1,1,5.7
2011-12 Panini Contenders #247 Joe Vitale AU RC , Joe Vitale,Pittsburgh Penguins,446,1838,2011,800,0,0,0,1,0,1,1,6.84
2011-12 Panini Contenders #248 Robert Bortuzzo AU RC , Robert Bortuzzo,Pittsburgh Penguins,1340,1838,2011,800,0,0,0,1,0,1,1,7.5
2011-12 Panini Contenders #250 Joe Colborne AU RC , Joe Colborne,Toronto Maple Leafs,573,1127,2011,800,0,0,0,1,0,1,1,9.15
2011-12 Panini Contenders #251 Jake Gardiner AU RC , Jake Gardiner,Toronto Maple Leafs,998,1127,2011,800,0,0,0,1,0,1,1,9.75
2011-12 Panini Contenders #253 Ben Scrivens AU RC , Ben Scrivens,Toronto Maple Leafs,967,1127,2011,800,0,0,0,1,0,1,1,10.125
2011-12 Panini Contenders #254 Eddie Lack AU RC , Eddie Lack,Vancouver Canucks,1141,2597,2011,800,0,0,0,1,0,1,1,9.75
2011-12 Panini Contenders #256 Yann Sauve AU RC , Yann Sauve,Vancouver Canucks,0,2597,2011,800,0,0,0,1,0,1,1,4.2
2011-12 Panini Contenders #258 Carl Klingberg AU RC , Carl Klingberg,Winnipeg Jets,206,1096,2011,800,0,0,0,1,0,1,1,5
2011-12 Panini Contenders #261 Andrew Shaw RC , Andrew Shaw,Chicago Blackhawks,429,2291,2011,999,0,0,0,1,0,0,1,7.5
2011-12 Panini Contenders #262 Brad Malone RC , Brad Malone,Colorado Avalanche,1465,1163,2011,999,0,0,0,1,0,0,1,5.25
2011-12 Panini Contenders #264 Dylan Olsen RC , Dylan Olsen,Chicago Blackhawks,557,2291,2011,999,0,0,0,1,0,0,1,5.25
2011-12 Panini Contenders #265 Gabriel Bourque RC , Gabriel Bourque,Nashville Predators,581,1131,2011,999,0,0,0,1,0,0,1,5.306666667
2011-12 Panini Contenders #267 Jeremy Smith RC , Jeremy Smith,Nashville Predators,624,1131,2011,999,0,0,0,1,0,0,1,5.333333333
2011-12 Panini Contenders #268 Jimmy Hayes RC , Jimmy Hayes,Chicago Blackhawks,672,2291,2011,999,0,0,0,1,0,0,1,4.5
2011-12 Panini Contenders #270 Marcus Foligno RC , Marcus Foligno,Buffalo Sabres,1380,2180,2011,999,0,0,0,1,0,0,1,6
2011-12 Panini Contenders #271 Mike Hoffman RC , Mike Hoffman,Ottawa Senators,710,1322,2011,999,0,0,0,1,0,0,1,15
2011-12 Panini Contenders #273 Riley Nash RC , Riley Nash,Carolina Hurricanes,645,796,2011,999,0,0,0,1,0,0,1,2.72
2011-12 Panini Contenders #274 Stu Bickel RC , Stu Bickel,New York Rangers,479,2592,2011,999,0,0,0,1,0,0,1,3
2011-12 Panini Contenders #276 Joakim Andersson RC , Joakim Andersson,Detroit Red Wings,100,1931,2011,999,0,0,0,1,0,0,1,6.533333333
2011-12 Panini Contenders #277 Brian Foster RC , Brian Foster,Florida Panthers,650,2613,2011,999,0,0,0,1,0,0,1,4
2011-12 Panini Contenders #279 Harry Zolnierczyk RC , Harry Zolnierczyk,Philadelphia Flyers,281,1906,2011,999,0,0,0,1,0,0,1,3.6
2011-12 Panini Contenders #280 Mark Borowiecki RC , Mark Borowiecki,Ottawa Senators,569,1322,2011,999,0,0,0,1,0,0,1,4
2011-12 Panini Contenders #282 Anton Lander RC , Anton Lander,Edmonton Oilers,100,2477,2011,999,0,0,0,1,0,0,1,1.986666667
2011-12 Panini Contenders #283 Carl Sneep RC , Carl Sneep,Pittsburgh Penguins,100,1838,2011,999,0,0,0,1,0,0,1,3.98
2011-12 Panini Contenders Gold #46 David Krejci , David Krejci,Boston Bruins,864,1076,2011,100,0,0,0,0,0,0,1,3.58
2011-12 Panini Contenders Gold #50 Corey Crawford , Corey Crawford,Chicago Blackhawks,628,2291,2011,100,0,0,0,0,0,0,1,5.56
2011-12 Panini Contenders Gold #53 Jeff Skinner , Jeff (Jeffrey) Skinner,Carolina Hurricanes,0,796,2011,100,0,0,0,0,0,0,1,5.56
2011-12 Panini Contenders Gold #72 Luke Adam , Luke Adam,Buffalo Sabres,647,2180,2011,100,0,0,0,0,0,0,1,2.975
2011-12 Panini Contenders Gold #77 Joffrey Lupul, Joffrey Lupul,Toronto Maple Leafs,308,1127,2011,100,0,0,0,0,0,0,1,3.5
2011-12 Panini Contenders Gold #81 Phil Kessel , Phil Kessel,Toronto Maple Leafs,504,1127,2011,100,0,0,0,0,0,0,1,6.633333333
2011-12 Panini Contenders Gold #95 Cam Ward , Cam Ward,Carolina Hurricanes,736,796,2011,100,0,0,0,0,0,0,1,4.02
2011-12 Panini Contenders Gold #100 Josh Harding , Josh Harding,Minnesota Wild,1317,2085,2011,100,0,0,0,0,0,0,1,4.78
2011-12 Panini Contenders Gold #172 Carson McMillan , Carson McMillan,Minnesota Wild,100,2085,2011,100,0,0,0,0,0,0,1,7
2011-12 Panini Contenders Gold #173 Drew Bagnall , Drew Bagnall,Minnesota Wild,0,2085,2011,100,0,0,0,0,0,0,1,4.35
2011-12 Panini Contenders Gold #184 Justin DiBenedetto /100, Justin DiBenedetto,New York Islanders,198,1697,2011,100,0,0,0,0,0,0,1,3.375
2011-12 Panini Contenders Gold #186 Kevin Marshall , Kevin Marshall,Philadelphia Flyers,100,1906,2011,100,0,0,0,0,0,0,1,4.95
2011-12 Panini Contenders #168 Chris VandeVelde RC , Chris Vande Velde,Edmonton Oilers,0,2477,2011,999,0,0,0,1,0,0,1,6
2011-12 Panini Contenders #214 Allen York AU RC , Allen York,Columbus Blue Jackets,552,605,2011,800,0,0,0,1,0,1,1,4
2011-12 Panini Contenders #217 Brendan Smith AU RC , Brendan Smith,Detroit Red Wings,1213,1931,2011,800,0,0,0,1,0,1,1,7.35
2011-12 Panini Contenders #224 Brett Bulmer AU RC , Brett Bulmer,Minnesota Wild,0,2085,2011,800,0,0,0,1,0,1,1,4.8
2011-12 Panini Contenders #232 Adam Henrique AU RC , Adam Henrique,New Jersey Devils,1505,2499,2011,800,0,0,0,1,0,1,1,7.5
2011-12 Panini Contenders #244 Erik Gustafsson AU RC , Erik Gustafsson,Philadelphia Flyers,1274,1906,2011,800,0,0,0,1,0,1,1,5
2011-12 Panini Contenders #260 Zack Kassian AU RC , Zack Kassian,Buffalo Sabres,1338,2180,2011,800,0,0,0,1,0,1,1,7.5
2011-12 Panini Contenders Gold #7 Jeff Carter , Jeff HK Carter,Columbus Blue Jackets,0,605,2011,100,0,0,0,0,0,0,1,5.4
2011-12 Panini Contenders Gold #12 Jarome Iginla , Jarome Iginla,Calgary Flames,400,730,2011,100,0,0,0,0,0,0,1,7.2
2011-12 Panini Contenders Gold #15 Dany Heatley #65/100, Dany Heatley,Minnesota Wild,2385,2085,2011,100,0,0,0,0,0,0,1,3.75
2011-12 Panini Contenders Gold #21 Loui Eriksson , Loui Eriksson,Dallas Stars,1182,823,2011,100,0,0,0,0,0,0,1,2.45
2011-12 Panini Contenders Gold #31 Carey Price , Carey Price,Montreal Canadiens,805,2057,2011,100,0,0,0,0,0,0,1,15
2011-12 Panini Contenders Gold #35 Nikolai Khabibulin , Nikolai Khabibulin,Edmonton Oilers,1335,2477,2011,100,0,0,0,0,0,0,1,4.5
2011-12 Panini Contenders Gold #38 Jonas Hiller , Jonas Hiller,Anaheim Ducks,1218,2544,2011,100,0,0,0,0,0,0,1,4
2011-12 Panini Contenders Gold #52 Mike Green , Mike DEF Green,Washington Capitals,0,687,2011,100,0,0,0,0,0,0,1,3
2011-12 Panini Contenders Gold #59 Eric Staal , Eric Staal,Carolina Hurricanes,768,796,2011,100,0,0,0,0,0,0,1,7.2
2011-12 Panini Contenders Gold #61 Rick Nash /100, Rick Nash,Columbus Blue Jackets,362,605,2011,100,0,0,0,0,0,0,1,4.2
2011-12 Panini Contenders Gold #69 Taylor Hall , Taylor Hall,Edmonton Oilers,1076,2477,2011,100,0,0,0,0,0,0,1,9
2011-12 Panini Contenders Gold #71 Evgeni Malkin , Evgeni Malkin,Pittsburgh Penguins,1139,1838,2011,100,0,0,0,0,0,0,1,9.8
2011-12 Panini Contenders Gold #74 T.J. Oshie , T.J. Oshie,St. Louis Blues,982,777,2011,100,0,0,0,0,0,0,1,8
2011-12 Panini Contenders Gold #91 Steven Stamkos , Steven Stamkos,Tampa Bay Lightning,991,674,2011,100,0,0,0,0,0,0,1,5.88
2011-12 Panini Contenders Gold #96 Pierre-Marc Bouchard , P-M Bouchard,Minnesota Wild,0,2085,2011,100,0,0,0,0,0,0,1,5.4
2011-12 Panini Contenders Gold #98 Alex Ovechkin , Alex Ovechkin,Washington Capitals,568,687,2011,100,0,0,0,0,0,0,1,18
2011-12 Panini Contenders Gold #163 Corey Tropp , Corey Tropp,Buffalo Sabres,512,2180,2011,100,0,0,0,0,0,0,1,4.44
2011-12 Panini Contenders Gold #169 Hugh Jessiman , Hugh Jessiman,Florida Panthers,600,2613,2011,100,0,0,0,0,0,0,1,5.4
2011-12 Panini Contenders Gold #171 Scott Timmins , Scott Timmins,Florida Panthers,194,2613,2011,100,0,0,0,0,0,0,1,5.4
2011-12 Panini Contenders Gold #175 Brendon Nash , Brendon Nash,Montreal Canadiens,100,2057,2011,100,0,0,0,0,0,0,1,2.94
2011-12 Panini Contenders Gold #181 Shane Sims , Shane Sims,New York Islanders,0,1697,2011,100,0,0,0,0,0,0,1,5.4
2011-12 Panini Contenders Gold #185 David Ullstrom045/100, David Ullstrom,New York Islanders,0,1697,2011,100,0,0,0,0,0,0,1,3
2011-12 Panini Contenders Gold #189 Harri Sateri , Harri Sateri,San Jose Sharks,195,867,2011,100,0,0,0,0,0,0,1,2.94
2011-12 Panini Contenders Gold #191 Marc-Andre Bourdon , Marc-Andre Bourdon,Philadelphia Flyers,0,1906,2011,100,0,0,0,0,0,0,1,10.8
2011-12 Panini Contenders Gold #194 Paul Postma , Paul Postma,Winnipeg Jets,376,1096,2011,100,0,0,0,0,0,0,1,5.4
2011-12 Panini Contenders Gold #198 Brayden McNabb , Brayden McNabb,Buffalo Sabres,925,2180,2011,100,0,0,0,0,0,0,1,5.4
2011-12 Panini Contenders NHL Ink Gold #17 Jimmy Howard , Jimmy (Jim) Howard,Detroit Red Wings,0,1931,2011,25,0,0,0,0,0,1,1,29.95
2011-12 Panini Contenders #206 Brandon Saad AU RC , Brandon Saad,Chicago Blackhawks,1761,2291,2011,800,0,0,0,1,0,1,1,10
2011-12 Panini Contenders #215 Tomas Vincour AU RC , Tomas Vincour,Dallas Stars,0,823,2011,800,0,0,0,1,0,1,1,6
2011-12 Panini Contenders #218 Ryan Nugent-Hopkins AU RC #339/800, Ryan Nugent-Hopkins,Edmonton Oilers,766,2477,2011,800,0,0,0,1,0,1,1,30
2011-12 Panini Contenders #226 Alexei Emelin AU RC , Alexei Emelin,Montreal Canadiens,1055,2057,2011,800,0,0,0,1,0,1,1,6
2011-12 Panini Contenders #242 Matt Read AU RC , Matt Read,Philadelphia Flyers,1139,1906,2011,800,0,0,0,1,0,1,1,12.5
2011-12 Panini Contenders #257 Cody Eakin AU RC , Cody Eakin,Washington Capitals,234,687,2011,800,0,0,0,1,0,1,1,6
2011-12 Panini Contenders Gold #1 Roberto Luongo , Roberto Luongo,Vancouver Canucks,351,2597,2011,100,0,0,0,0,0,0,1,4.9
2011-12 Panini Contenders Gold #10 Corey Perry , Corey Perry,Anaheim Ducks,438,2544,2011,100,0,0,0,0,0,0,1,2.94
2011-12 Panini Contenders Gold #14 Jordan Eberle , Jordan Eberle,Edmonton Oilers,1149,2477,2011,100,0,0,0,0,0,0,1,5.4
2011-12 Panini Contenders Gold #18 Marc Staal , Marc Staal,New York Rangers,1553,2592,2011,100,0,0,0,0,0,0,1,4.2
2011-12 Panini Contenders Gold #25 Chris Stewart , Chris Stewart,St. Louis Blues,904,777,2011,100,0,0,0,0,0,0,1,2
2011-12 Panini Contenders Gold #34 Miikka Kiprusoff , Miikka Kiprusoff,Calgary Flames,1394,730,2011,100,0,0,0,0,0,0,1,5.4
2011-12 Panini Contenders Gold #36 Milan Lucic , Milan Lucic,Boston Bruins,1377,1076,2011,100,0,0,0,0,0,0,1,4.44
2011-12 Panini Contenders Gold #49 Joe Pavelski , Joe Pavelski,San Jose Sharks,262,867,2011,100,0,0,0,0,0,0,1,5.4
2011-12 Panini Contenders Gold #55 Jason Pominville , Jason Pominville,Buffalo Sabres,891,2180,2011,100,0,0,0,0,0,0,1,4.5
2011-12 Panini Contenders Gold #60 Jose Theodore , Jose Theodore,Florida Panthers,1108,2613,2011,100,0,0,0,0,0,0,1,3
2011-12 Panini Contenders Gold #64 Mike Commodore , Mike Commodore,Detroit Red Wings,328,1931,2011,100,0,0,0,0,0,0,1,3.5
2011-12 Panini Contenders Gold #70 Ryan Miller , Ryan G Miller,Buffalo Sabres,0,2180,2011,100,0,0,0,0,0,0,1,4.44
2011-12 Panini Contenders Gold #73 Michael Ryder /100, Michael Ryder,Dallas Stars,1587,823,2011,100,0,0,0,0,0,0,1,2.8
2011-12 Panini Contenders Gold #76 P.K. Subban , P.K. Subban,Montreal Canadiens,967,2057,2011,100,0,0,0,0,0,0,1,7.2
2011-12 Panini Contenders Gold #92 John Tavares , John Tavares,New York Islanders,519,1697,2011,100,0,0,0,0,0,0,1,9
2011-12 Panini Contenders Gold #97 Ryan Getzlaf , Ryan Getzlaf,Anaheim Ducks,1870,2544,2011,100,0,0,0,0,0,0,1,9
2011-12 Panini Contenders Gold #161 Maxime Macenauer , Maxime Macenauer,Anaheim Ducks,0,2544,2011,100,0,0,0,0,0,0,1,4.5
2011-12 Panini Contenders Gold #164 Lance Bouma , Lance Bouma,Calgary Flames,100,730,2011,100,0,0,0,0,0,0,1,5.4
2011-12 Panini Contenders Gold #170 Bracken Kearns /100, Bracken Kearns,Florida Panthers,100,2613,2011,100,0,0,0,0,0,0,1,5.1
2011-12 Panini Contenders Gold #174 Frederic St-Denis , Frederic St. Denis,Montreal Canadiens,0,2057,2011,100,0,0,0,0,0,0,1,5.4
2011-12 Panini Contenders Gold #178 Keith Kinkaid , Keith Kinkaid,New Jersey Devils,1219,2499,2011,100,0,0,0,0,0,0,1,5.4
2011-12 Panini Contenders Gold #183 Dmitry Orlov , Dmitry Orlov,Washington Capitals,907,687,2011,100,0,0,0,0,0,0,1,6
2011-12 Panini Contenders Gold #187 Ben Holmstrom , Ben Holmstrom,Philadelphia Flyers,818,1906,2011,100,0,0,0,0,0,0,1,5.4
2011-12 Panini Contenders Gold #190 Todd Ford , Todd Ford,Washington Capitals,100,687,2011,100,0,0,0,0,0,0,1,3.92
2011-12 Panini Contenders Gold #193 Kris Fredheim #53/100, Kris Fredheim,Minnesota Wild,0,2085,2011,100,0,0,0,0,0,0,1,2.94
